ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206182_at	8.03E-01	6.88E-01	-0.403778	-6.29865	-0.1486672	ZNF134	zinc finger protein 134
209750_at	8.03E-01	6.88E-01	-0.403741	-6.29867	-0.1114828	NR1D2	nuclear receptor subfamily 1 group D member 2
217072_at	8.03E-01	6.88E-01	-0.403714	-6.29868	-0.1706727	CD300A	CD300a molecule
200963_x_at	8.03E-01	6.88E-01	-0.40362	-6.29872	-0.0750267	RPL31	ribosomal protein L31
209885_at	8.03E-01	6.88E-01	-0.403598	-6.29872	-0.1473317	RHOD	ras homolog family member D
209625_at	8.04E-01	6.88E-01	-0.403447	-6.29879	-0.1377434	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
215834_x_at	8.04E-01	6.88E-01	0.40329	-6.29885	0.1006946	SCARB1	scavenger receptor class B member 1
201172_x_at	8.04E-01	6.89E-01	0.402927	-6.29899	0.0581993	ATP6V0E1	ATPase H+ transporting V0 subunit e1
217413_s_at	8.04E-01	6.89E-01	0.402672	-6.29909	0.182564	TNXB	tenascin XB
218295_s_at	8.04E-01	6.89E-01	0.402622	-6.29911	0.1099698	NUP50	nucleoporin 50
216219_at	8.04E-01	6.89E-01	-0.402518	-6.29915	-0.1498664	AQP6	aquaporin 6
209293_x_at	8.05E-01	6.89E-01	-0.40186	-6.29942	-0.1101924	ID4	"inhibitor of DNA binding 4, HLH protein"
203062_s_at	8.05E-01	6.89E-01	-0.401783	-6.29945	-0.1028892	MDC1	mediator of DNA damage checkpoint 1
200796_s_at	8.05E-01	6.90E-01	-0.401594	-6.29952	-0.2081415	MCL1	BCL2 family apoptosis regulator
209487_at	8.05E-01	6.90E-01	0.401432	-6.29958	0.1311371	RBPMS	RNA binding protein with multiple splicing
219217_at	8.05E-01	6.90E-01	-0.40136	-6.29961	-0.0614041	NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"
218552_at	8.05E-01	6.90E-01	-0.401168	-6.29969	-0.0941412	ECHDC2	enoyl-CoA hydratase domain containing 2
206801_at	8.05E-01	6.90E-01	-0.400981	-6.29976	-0.2220589	NPPB	natriuretic peptide B
213410_at	8.05E-01	6.90E-01	0.400862	-6.29981	0.0764211	EDRF1	erythroid differentiation regulatory factor 1
216311_at	8.05E-01	6.90E-01	0.400388	-6.3	0.1043048	OVOL3	ovo like zinc finger 3
213490_s_at	8.05E-01	6.90E-01	0.40038	-6.3	0.1770427	MAP2K2	mitogen-activated protein kinase kinase 2
200932_s_at	8.05E-01	6.90E-01	0.400353	-6.30001	0.0727012	DCTN2	dynactin subunit 2
214417_s_at	8.05E-01	6.90E-01	0.400352	-6.30001	0.117567	FETUB	fetuin B
208834_x_at	8.06E-01	6.91E-01	0.400216	-6.30007	0.066644	SNORD42A///RPL23A	"small nucleolar RNA, C/D box 42A///ribosomal protein L23a"
212325_at	8.06E-01	6.91E-01	0.400125	-6.3001	0.1441659	LIMCH1	LIM and calponin homology domains 1
210384_at	8.06E-01	6.91E-01	-0.399915	-6.30018	-0.1617132	PRMT2	protein arginine methyltransferase 2
206420_at	8.06E-01	6.91E-01	-0.399884	-6.3002	-0.1313486	IGSF6	immunoglobulin superfamily member 6
202380_s_at	8.06E-01	6.91E-01	-0.399832	-6.30022	-0.0711249	NKTR	natural killer cell triggering receptor
204323_x_at	8.06E-01	6.91E-01	-0.399826	-6.30022	-0.1113726	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
214899_at	8.06E-01	6.91E-01	-0.399746	-6.30025	-0.2123898	ZNF780B	zinc finger protein 780B
44040_at	8.06E-01	6.91E-01	-0.399687	-6.30027	-0.0818901	LOC101927826///FBXO41	uncharacterized LOC101927826///F-box protein 41
212347_x_at	8.06E-01	6.91E-01	0.399633	-6.3003	0.1466933	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4
215793_at	8.06E-01	6.91E-01	0.399616	-6.3003	0.1941118	MTMR7	myotubularin related protein 7
217231_s_at	8.06E-01	6.91E-01	-0.399581	-6.30032	-0.1629391	MAST1	microtubule associated serine/threonine kinase 1
219533_at	8.06E-01	6.91E-01	0.399119	-6.3005	0.0917156	CDKN1C	cyclin dependent kinase inhibitor 1C
213321_at	8.06E-01	6.91E-01	0.399107	-6.3005	0.1338797	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta
219238_at	8.06E-01	6.92E-01	-0.398759	-6.30064	-0.1444409	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
208344_x_at	8.06E-01	6.92E-01	-0.398432	-6.30077	-0.1393749	IFNA13///IFNA1	interferon alpha 13///interferon alpha 1
222042_x_at	8.07E-01	6.92E-01	-0.39814	-6.30088	-0.1502177	MEX3D	mex-3 RNA binding family member D
211567_at	8.07E-01	6.92E-01	-0.398012	-6.30093	-0.1430984		
206087_x_at	8.07E-01	6.92E-01	-0.397955	-6.30096	-0.0629051	HFE	hemochromatosis
211865_s_at	8.07E-01	6.92E-01	0.397684	-6.30106	0.172119	FZR1	fizzy/cell division cycle 20 related 1
205796_at	8.07E-01	6.92E-01	0.39764	-6.30108	0.1912665	TCP11L1	t-complex 11 like 1
205758_at	8.07E-01	6.92E-01	0.397588	-6.3011	0.1279604	CD8A	CD8a molecule
204815_s_at	8.07E-01	6.93E-01	-0.397415	-6.30117	-0.0767766	DHX34	DEAH-box helicase 34
220844_at	8.07E-01	6.93E-01	-0.397267	-6.30123	-0.153022	TCEB3B	transcription elongation factor B subunit 3B
208891_at	8.07E-01	6.93E-01	-0.397018	-6.30132	-0.133671	DUSP6	dual specificity phosphatase 6
201470_at	8.07E-01	6.93E-01	0.396961	-6.30135	0.0750026	GSTO1	glutathione S-transferase omega 1
206819_at	8.07E-01	6.93E-01	-0.396951	-6.30135	-0.1648005	POM121L9P	"POM121 transmembrane nucleoporin like 9, pseudogene"
219414_at	8.07E-01	6.93E-01	-0.396646	-6.30147	-0.1651877	CLSTN2	calsyntenin 2
206959_s_at	8.07E-01	6.93E-01	0.39661	-6.30148	0.1206041	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
202337_at	8.07E-01	6.93E-01	0.396595	-6.30149	0.0690327	PMF1	polyamine-modulated factor 1
207263_x_at	8.07E-01	6.93E-01	-0.396577	-6.3015	-0.1175782	VEZT	"vezatin, adherens junctions transmembrane protein"
216461_at	8.08E-01	6.93E-01	-0.396392	-6.30157	-0.1164528		
206647_at	8.08E-01	6.93E-01	-0.396323	-6.30159	-0.1138093	HBZ	hemoglobin subunit zeta
208864_s_at	8.08E-01	6.93E-01	-0.396159	-6.30166	-0.1185148	TXN	thioredoxin
215311_at	8.08E-01	6.94E-01	-0.396071	-6.30169	-0.1438236	NTRK3	neurotrophic receptor tyrosine kinase 3
204264_at	8.08E-01	6.94E-01	-0.395514	-6.30191	-0.0884251	CPT2	carnitine palmitoyltransferase 2
211027_s_at	8.08E-01	6.94E-01	-0.395298	-6.30199	-0.183936	IKBKB	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
214040_s_at	8.08E-01	6.94E-01	-0.395157	-6.30205	-0.1650953	GSN	gelsolin
207619_at	8.09E-01	6.94E-01	0.394846	-6.30217	0.1231782	HCRTR1	hypocretin receptor 1
209805_at	8.09E-01	6.95E-01	0.39457	-6.30228	0.1536741	PMS2CL///PMS2	"PMS2 C-terminal like pseudogene///PMS1 homolog 2, mismatch repair system component"
208886_at	8.09E-01	6.95E-01	0.394451	-6.30232	0.1674068	H1F0	H1 histone family member 0
202550_s_at	8.09E-01	6.95E-01	0.39432	-6.30238	0.0584957	VAPB	VAMP associated protein B and C
210779_x_at	8.09E-01	6.95E-01	-0.39425	-6.3024	-0.0603877	GEMIN2	gem nuclear organelle associated protein 2
212153_at	8.09E-01	6.95E-01	0.394235	-6.30241	0.1013841	POGZ	pogo transposable element with ZNF domain
216940_x_at	8.09E-01	6.95E-01	-0.394119	-6.30245	-0.1977487	YBX1	Y-box binding protein 1
202324_s_at	8.09E-01	6.95E-01	0.394083	-6.30247	0.0610205	ACBD3	acyl-CoA binding domain containing 3
207910_at	8.09E-01	6.95E-01	-0.393961	-6.30252	-0.1561178	SCGB1D1	secretoglobin family 1D member 1
217820_s_at	8.09E-01	6.95E-01	0.393945	-6.30252	0.125713	ENAH	enabled homolog (Drosophila)
202676_x_at	8.09E-01	6.95E-01	-0.393606	-6.30265	-0.087188	FASTK	Fas activated serine/threonine kinase
215920_s_at	8.09E-01	6.95E-01	-0.393586	-6.30266	-0.1512317	NPIPA5///NPIPB6///NPIPB15///PDXDC2P///NPIPB3///NPIPA1	"nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B15///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1"
207151_at	8.09E-01	6.96E-01	0.393337	-6.30276	0.1689714	ADCYAP1R1	ADCYAP receptor type I
209326_at	8.09E-01	6.96E-01	0.393229	-6.3028	0.0500541	SLC35A2	solute carrier family 35 member A2
205479_s_at	8.10E-01	6.96E-01	-0.392974	-6.3029	-0.126166	PLAU	"plasminogen activator, urokinase"
205190_at	8.10E-01	6.96E-01	-0.392967	-6.3029	-0.1646207	PLS1	plastin 1
215940_at	8.10E-01	6.96E-01	0.392331	-6.30315	0.1646034	LINC01361	long intergenic non-protein coding RNA 1361
202584_at	8.10E-01	6.96E-01	0.39225	-6.30318	0.0796643	NFX1	"nuclear transcription factor, X-box binding 1"
220034_at	8.10E-01	6.96E-01	0.392146	-6.30322	0.1899406	IRAK3	interleukin 1 receptor associated kinase 3
205884_at	8.11E-01	6.97E-01	0.391561	-6.30344	0.2052696	ITGA4	integrin subunit alpha 4
217370_x_at	8.11E-01	6.97E-01	-0.391441	-6.30349	-0.1325494	FUS	FUS RNA binding protein
203922_s_at	8.11E-01	6.97E-01	0.391173	-6.30359	0.1074946	CYBB	cytochrome b-245 beta chain
213107_at	8.11E-01	6.97E-01	-0.391116	-6.30362	-0.0838843	TNIK	TRAF2 and NCK interacting kinase
209476_at	8.11E-01	6.97E-01	0.391086	-6.30363	0.0674301	TMX1	thioredoxin related transmembrane protein 1
219939_s_at	8.11E-01	6.97E-01	-0.391029	-6.30365	-0.0886054	CSDE1	cold shock domain containing E1
204313_s_at	8.11E-01	6.97E-01	0.390946	-6.30368	0.0866924	CREB1	cAMP responsive element binding protein 1
214188_at	8.11E-01	6.97E-01	-0.390941	-6.30368	-0.0973839		
210675_s_at	8.11E-01	6.97E-01	0.390915	-6.30369	0.1528451	PTPRR	"protein tyrosine phosphatase, receptor type R"
212618_at	8.11E-01	6.97E-01	-0.390905	-6.3037	-0.0754777	ZNF609	zinc finger protein 609
207363_at	8.11E-01	6.97E-01	-0.390855	-6.30372	-0.1686679	RS1	retinoschisin 1
204478_s_at	8.11E-01	6.97E-01	-0.390771	-6.30375	-0.1350337	RABIF	RAB interacting factor
217185_s_at	8.11E-01	6.97E-01	-0.390704	-6.30378	-0.1733072	ZNF259P1///ZPR1	zinc finger protein 259 pseudogene 1///ZPR1 zinc finger
211154_at	8.11E-01	6.98E-01	0.390644	-6.3038	0.1716871	THPO	thrombopoietin
219216_at	8.11E-01	6.98E-01	-0.390524	-6.30384	-0.0760108	ETAA1	Ewing tumor associated antigen 1
207825_s_at	8.11E-01	6.98E-01	-0.390481	-6.30386	-0.1155187	GHRHR	growth hormone releasing hormone receptor
217039_x_at	8.11E-01	6.98E-01	-0.390231	-6.30396	-0.0764423	ELK2AP	"ELK2A, member of ETS oncogene family, pseudogene"
212638_s_at	8.11E-01	6.98E-01	-0.390212	-6.30396	-0.0764906	WWP1	WW domain containing E3 ubiquitin protein ligase 1
214028_x_at	8.11E-01	6.98E-01	-0.390057	-6.30402	-0.1574923	TDRD3	tudor domain containing 3
202669_s_at	8.11E-01	6.98E-01	-0.390034	-6.30403	-0.1666713	EFNB2	ephrin B2
214698_at	8.11E-01	6.98E-01	-0.389633	-6.30419	-0.1193588	PTBP3	polypyrimidine tract binding protein 3
203581_at	8.11E-01	6.98E-01	0.389554	-6.30422	0.0684338	SPHAR///RAB4A	"S-phase response (cyclin related)///RAB4A, member RAS oncogene family"
213709_at	8.12E-01	6.99E-01	-0.389188	-6.30436	-0.0912454	BHLHB9	"basic helix-loop-helix domain containing, class B, 9"
205362_s_at	8.12E-01	6.99E-01	-0.389129	-6.30438	-0.1044737	PFDN4	prefoldin subunit 4
215737_x_at	8.12E-01	6.99E-01	0.388886	-6.30447	0.1020596	USF2	"upstream transcription factor 2, c-fos interacting"
207728_at	8.12E-01	6.99E-01	-0.388754	-6.30452	-0.1490686	ATF7IP	activating transcription factor 7 interacting protein
214268_s_at	8.12E-01	6.99E-01	-0.388565	-6.3046	-0.0590665	MTMR4	myotubularin related protein 4
200782_at	8.12E-01	6.99E-01	0.388552	-6.3046	0.08578	ANXA5	annexin A5
37566_at	8.12E-01	6.99E-01	-0.388495	-6.30462	-0.1488416	PHF24	PHD finger protein 24
207418_s_at	8.12E-01	6.99E-01	-0.388483	-6.30463	-0.1285326	DDO	D-aspartate oxidase
216037_x_at	8.12E-01	6.99E-01	-0.388459	-6.30464	-0.0747084	TCF7L2	transcription factor 7 like 2
214253_s_at	8.12E-01	6.99E-01	0.388295	-6.3047	0.1115941	DTNB	dystrobrevin beta
218933_at	8.12E-01	7.00E-01	-0.387955	-6.30483	-0.1234919	SPATA5L1	spermatogenesis associated 5 like 1
216798_at	8.12E-01	7.00E-01	-0.387624	-6.30496	-0.106918	FLJ23519///RNH1	uncharacterized protein FLJ23519///ribonuclease/angiogenin inhibitor 1
216190_x_at	8.12E-01	7.00E-01	-0.387568	-6.30498	-0.1553438	ITGB1	integrin subunit beta 1
217917_s_at	8.12E-01	7.00E-01	0.387503	-6.305	0.064823	DYNLRB1	dynein light chain roadblock-type 1
215873_x_at	8.12E-01	7.00E-01	-0.387477	-6.30501	-0.0657276	ABCC10	ATP binding cassette subfamily C member 10
208667_s_at	8.12E-01	7.00E-01	0.38745	-6.30502	0.065544	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
217076_s_at	8.12E-01	7.00E-01	-0.387445	-6.30503	-0.1649519	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3
212651_at	8.13E-01	7.00E-01	-0.387248	-6.3051	-0.1877509	RHOBTB1	Rho related BTB domain containing 1
207674_at	8.13E-01	7.00E-01	0.386894	-6.30524	0.127964	FCAR	Fc fragment of IgA receptor
208792_s_at	8.13E-01	7.00E-01	-0.386852	-6.30525	-0.1673834	CLU	clusterin
203034_s_at	8.13E-01	7.00E-01	-0.386822	-6.30526	-0.0597032	SNORA3A///RPL27A	"small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a"
222016_s_at	8.13E-01	7.00E-01	0.38676	-6.30529	0.1418539	ZSCAN31	zinc finger and SCAN domain containing 31
205415_s_at	8.13E-01	7.01E-01	-0.386549	-6.30537	-0.1256676	ATXN3	ataxin 3
210109_at	8.13E-01	7.01E-01	0.38652	-6.30538	0.1317155	SND1-IT1	SND1 intronic transcript 1
202847_at	8.13E-01	7.01E-01	-0.386402	-6.30542	-0.1051954	PCK2	"phosphoenolpyruvate carboxykinase 2, mitochondrial"
214723_x_at	8.13E-01	7.01E-01	0.386277	-6.30547	0.1284306	ANKRD36	ankyrin repeat domain 36
208018_s_at	8.14E-01	7.01E-01	0.385696	-6.30569	0.1249153	HCK	"HCK proto-oncogene, Src family tyrosine kinase"
215399_s_at	8.14E-01	7.01E-01	0.385695	-6.30569	0.0677359	OS9	"OS9, endoplasmic reticulum lectin"
213790_at	8.14E-01	7.01E-01	0.385506	-6.30577	0.1617957	ADAM12	ADAM metallopeptidase domain 12
206757_at	8.14E-01	7.01E-01	-0.385469	-6.30578	-0.1977863	PDE5A	phosphodiesterase 5A
205293_x_at	8.14E-01	7.02E-01	-0.385221	-6.30587	-0.1401184	BAIAP2	BAI1 associated protein 2
220780_at	8.14E-01	7.02E-01	0.384675	-6.30608	0.1121469	PLA2G3	phospholipase A2 group III
221447_s_at	8.15E-01	7.02E-01	-0.384263	-6.30624	-0.1194192	GLT8D2	glycosyltransferase 8 domain containing 2
215711_s_at	8.15E-01	7.02E-01	0.384203	-6.30626	0.09278	WEE1	WEE1 G2 checkpoint kinase
202862_at	8.15E-01	7.02E-01	-0.383992	-6.30634	-0.0846573	FAH	fumarylacetoacetate hydrolase
211553_x_at	8.15E-01	7.03E-01	0.383831	-6.3064	0.1731812	APAF1	apoptotic peptidase activating factor 1
219498_s_at	8.15E-01	7.03E-01	-0.383701	-6.30645	-0.126861	BCL11A	B-cell CLL/lymphoma 11A
211276_at	8.15E-01	7.03E-01	0.38369	-6.30645	0.1695757	TCEAL2	transcription elongation factor A like 2
33322_i_at	8.15E-01	7.03E-01	0.383505	-6.30652	0.0999591	SFN	stratifin
205244_s_at	8.15E-01	7.03E-01	0.383504	-6.30652	0.114731	SLC13A3	solute carrier family 13 member 3
213698_at	8.15E-01	7.03E-01	0.383406	-6.30656	0.0728132	TMEM35B///ZMYM6	transmembrane protein 35B///zinc finger MYM-type containing 6
212168_at	8.15E-01	7.03E-01	-0.383321	-6.30659	-0.0689697	RBM12	RNA binding motif protein 12
220268_at	8.15E-01	7.03E-01	-0.38331	-6.3066	-0.187842	AAMDC	adipogenesis associated Mth938 domain containing
201546_at	8.15E-01	7.03E-01	0.383086	-6.30668	0.0897818	TRIP12	thyroid hormone receptor interactor 12
204875_s_at	8.15E-01	7.03E-01	0.383058	-6.30669	0.1642446	GMDS	"GDP-mannose 4,6-dehydratase"
209758_s_at	8.15E-01	7.03E-01	-0.382999	-6.30672	-0.1746593	MFAP5	microfibrillar associated protein 5
205691_at	8.15E-01	7.03E-01	-0.38279	-6.30679	-0.1725024	SYNGR3	synaptogyrin 3
212041_at	8.15E-01	7.03E-01	-0.382739	-6.30681	-0.1153067	ATP6V0D1	ATPase H+ transporting V0 subunit d1
206231_at	8.15E-01	7.04E-01	0.382366	-6.30695	0.0910775	KCNN1	potassium calcium-activated channel subfamily N member 1
213468_at	8.16E-01	7.04E-01	-0.382133	-6.30704	-0.1495619	ERCC2	"ERCC excision repair 2, TFIIH core complex helicase subunit"
203938_s_at	8.16E-01	7.04E-01	-0.382085	-6.30706	-0.163436	TAF1C	"TATA-box binding protein associated factor, RNA polymerase I subunit C"
217656_at	8.16E-01	7.04E-01	-0.381976	-6.3071	-0.1666723		
205875_s_at	8.16E-01	7.04E-01	-0.381895	-6.30713	-0.1330005	ATRIP///TREX1	ATR interacting protein///three prime repair exonuclease 1
209100_at	8.16E-01	7.04E-01	-0.381772	-6.30718	-0.0758933	IFRD2	interferon related developmental regulator 2
200893_at	8.16E-01	7.04E-01	0.38176	-6.30718	0.0588428	TRA2B	transformer 2 beta homolog (Drosophila)
215358_x_at	8.16E-01	7.04E-01	-0.381607	-6.30724	-0.1685042	ZNF37BP	"zinc finger protein 37B, pseudogene"
213666_at	8.16E-01	7.04E-01	-0.381555	-6.30726	-0.0771141	6-Sep	septin 6
206248_at	8.16E-01	7.04E-01	-0.38138	-6.30733	-0.1343122	PRKCE	protein kinase C epsilon
210997_at	8.16E-01	7.04E-01	0.381208	-6.30739	0.2382159	HGF	hepatocyte growth factor
206665_s_at	8.16E-01	7.05E-01	-0.381123	-6.30742	-0.1274726	BCL2L1	BCL2 like 1
212862_at	8.16E-01	7.05E-01	0.381071	-6.30744	0.081393	CDS2	CDP-diacylglycerol synthase 2
215871_at	8.16E-01	7.05E-01	-0.381051	-6.30745	-0.1952481	PLA2G5	phospholipase A2 group V
202167_s_at	8.16E-01	7.05E-01	-0.381043	-6.30745	-0.0849511	MMS19	"MMS19 homolog, cytosolic iron-sulfur assembly component"
218100_s_at	8.16E-01	7.05E-01	0.380985	-6.30747	0.0851787	IFT57	intraflagellar transport 57
220467_at	8.16E-01	7.05E-01	-0.380681	-6.30759	-0.0674407		
209388_at	8.16E-01	7.05E-01	0.380648	-6.3076	0.0801898	PAPOLA	poly(A) polymerase alpha
219419_at	8.16E-01	7.05E-01	-0.380437	-6.30768	-0.1441024	RBFA	ribosome binding factor A (putative)
222138_s_at	8.16E-01	7.05E-01	0.380325	-6.30772	0.169647	WDR13	WD repeat domain 13
206956_at	8.16E-01	7.05E-01	-0.380325	-6.30772	-0.1251586	PMF1-BGLAP///PMF1///BGLAP	PMF1-BGLAP readthrough///polyamine-modulated factor 1///bone gamma-carboxyglutamate protein
219495_s_at	8.17E-01	7.05E-01	-0.380079	-6.30781	-0.0898531	ZNF180	zinc finger protein 180
203199_s_at	8.17E-01	7.05E-01	0.380026	-6.30783	0.1224304	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
212960_at	8.17E-01	7.06E-01	0.379761	-6.30793	0.076547	TBC1D9	TBC1 domain family member 9
213991_s_at	8.17E-01	7.06E-01	-0.379744	-6.30794	-0.156732	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
201194_at	8.17E-01	7.06E-01	-0.379668	-6.30797	-0.1000548	SEPW1	"selenoprotein W, 1"
202989_at	8.17E-01	7.06E-01	0.379476	-6.30804	0.2394715	RGS1	regulator of G-protein signaling 1
207693_at	8.17E-01	7.06E-01	-0.379439	-6.30805	-0.1500007	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4
202215_s_at	8.17E-01	7.06E-01	-0.379418	-6.30806	-0.0551171	NFYC	nuclear transcription factor Y subunit gamma
206506_s_at	8.17E-01	7.06E-01	0.379378	-6.30808	0.1026105	SUPT3H	"SPT3 homolog, SAGA and STAGA complex component"
209950_s_at	8.17E-01	7.06E-01	-0.379352	-6.30809	-0.1157651	VILL	villin like
215020_at	8.17E-01	7.06E-01	-0.379305	-6.3081	-0.1031647	NRXN3	neurexin 3
206494_s_at	8.17E-01	7.06E-01	-0.379066	-6.30819	-0.098318	ITGA2B	integrin subunit alpha 2b
219708_at	8.17E-01	7.06E-01	-0.379052	-6.3082	-0.1300076	NT5M	"5',3'-nucleotidase, mitochondrial"
205989_s_at	8.17E-01	7.06E-01	-0.378939	-6.30824	-0.1778527	MOG	myelin oligodendrocyte glycoprotein
212546_s_at	8.17E-01	7.06E-01	-0.378901	-6.30826	-0.0588254	FRYL	FRY like transcription coactivator
201104_x_at	8.17E-01	7.06E-01	0.378828	-6.30828	0.0645838	NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14	"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 14"
219675_s_at	8.17E-01	7.06E-01	0.378599	-6.30837	0.0699288	UXS1	UDP-glucuronate decarboxylase 1
206650_at	8.17E-01	7.06E-01	-0.378509	-6.3084	-0.1432987	IQCC	IQ motif containing C
209350_s_at	8.17E-01	7.07E-01	0.378353	-6.30846	0.0689357	GPS2	G protein pathway suppressor 2
222006_at	8.17E-01	7.07E-01	-0.378323	-6.30847	-0.1432618	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
215590_x_at	8.17E-01	7.07E-01	-0.378212	-6.30851	-0.1230956	ACVR2B-AS1	ACVR2B antisense RNA 1
204061_at	8.17E-01	7.07E-01	-0.378007	-6.30859	-0.1006108	PRKX	"protein kinase, X-linked"
217466_x_at	8.18E-01	7.07E-01	0.377649	-6.30872	0.1549025	SNORA64///RPS2	"small nucleolar RNA, H/ACA box 64///ribosomal protein S2"
211732_x_at	8.18E-01	7.07E-01	-0.377353	-6.30883	-0.1079463	HNMT	histamine N-methyltransferase
211755_s_at	8.18E-01	7.08E-01	-0.377017	-6.30896	-0.0813235	ATP5F1	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1"
214770_at	8.18E-01	7.08E-01	-0.377015	-6.30896	-0.1527284	MSR1	macrophage scavenger receptor 1
203177_x_at	8.18E-01	7.08E-01	0.376755	-6.30906	0.0850866	TFAM	"transcription factor A, mitochondrial"
221349_at	8.18E-01	7.08E-01	-0.3766	-6.30911	-0.1569995	VPREB1	pre-B lymphocyte 1
206800_at	8.18E-01	7.08E-01	0.376515	-6.30914	0.1219127	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
200979_at	8.18E-01	7.08E-01	0.376438	-6.30917	0.0568171	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
210223_s_at	8.18E-01	7.08E-01	0.376415	-6.30918	0.0698659	MR1	"major histocompatibility complex, class I-related"
212653_s_at	8.18E-01	7.08E-01	-0.376396	-6.30919	-0.0975074	EHBP1	EH domain binding protein 1
217240_at	8.18E-01	7.08E-01	-0.376347	-6.30921	-0.1201757	SIRPB1	signal regulatory protein beta 1
201148_s_at	8.19E-01	7.08E-01	0.37608	-6.30931	0.1246947	TIMP3	TIMP metallopeptidase inhibitor 3
212719_at	8.19E-01	7.09E-01	0.375647	-6.30947	0.1310345	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1
221449_s_at	8.19E-01	7.09E-01	-0.37553	-6.30951	-0.1177227	ITFG1	integrin alpha FG-GAP repeat containing 1
206686_at	8.19E-01	7.09E-01	0.37516	-6.30965	0.1181128	PDK1	pyruvate dehydrogenase kinase 1
219763_at	8.19E-01	7.09E-01	-0.375133	-6.30966	-0.0770493	DENND1A	DENN domain containing 1A
210050_at	8.19E-01	7.09E-01	0.375	-6.30971	0.1457244	TPI1	triosephosphate isomerase 1
219232_s_at	8.19E-01	7.09E-01	0.374898	-6.30974	0.1025969	EGLN3	egl-9 family hypoxia inducible factor 3
213142_x_at	8.19E-01	7.09E-01	-0.374891	-6.30975	-0.0980474	GSAP	gamma-secretase activating protein
213385_at	8.19E-01	7.09E-01	0.374738	-6.3098	0.1276923	CHN2	chimerin 2
214532_x_at	8.19E-01	7.09E-01	-0.37457	-6.30987	-0.1555261	POU5F1B	POU class 5 homeobox 1B
215508_at	8.20E-01	7.10E-01	-0.374348	-6.30995	-0.1818238	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
218727_at	8.20E-01	7.10E-01	0.374067	-6.31005	0.0693195	SLC38A7	solute carrier family 38 member 7
221750_at	8.20E-01	7.10E-01	-0.37406	-6.31005	-0.095205	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1
217660_at	8.20E-01	7.10E-01	0.373944	-6.3101	0.1175523	MYH14	"myosin, heavy chain 14, non-muscle"
206002_at	8.20E-01	7.10E-01	0.37389	-6.31012	0.1354312	ADGRG2	adhesion G protein-coupled receptor G2
201256_at	8.20E-01	7.10E-01	0.373864	-6.31013	0.0663634	COX7A2L	cytochrome c oxidase subunit 7A2 like
212577_at	8.20E-01	7.10E-01	-0.373677	-6.31019	-0.1048122	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
201999_s_at	8.20E-01	7.10E-01	0.373453	-6.31028	0.0566057	DYNLT1	dynein light chain Tctex-type 1
201144_s_at	8.20E-01	7.10E-01	-0.373374	-6.31031	-0.0754193	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
201429_s_at	8.20E-01	7.11E-01	0.372913	-6.31048	0.0660076	RPL37A	ribosomal protein L37a
212722_s_at	8.20E-01	7.11E-01	0.372841	-6.3105	0.0662919	JMJD6	arginine demethylase and lysine hydroxylase
202028_s_at	8.20E-01	7.11E-01	-0.372824	-6.31051	-0.1050703	RPL38	ribosomal protein L38
